ProgramEnforcementNumber,RegulatoryProgramIdentifier,Region,Facility,Facility_ID,Address,ProgramID,Enforcement_Type,PenaltyAmount,ViolationId,DEQViolationClassCode,ViolationReference,ViolationDetailDescription,ViolationDetailTypeName,InspectionStartDate,EnforcementIssueDate,ClosedDate
2024-FC-9587,UndergroundStorageTanks,ER,N. FREEWAY CARDLOCK,12307,"1030 NW WASHINGTON AVE ONTARIO, OR 97914",23-12307-2024-OPER,Field Citation,150,20595,II,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,7/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20596,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20597,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20598,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20599,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20600,I,340-150-0310(9),Failure to inspect overfill equipment at least once every 3 years.,(C2c) Spill and Overfill Prevention-TCR,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20601,I,340-150-0400(1)(c),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamp",(H1.5) Release Detection Suction Piping - Non TCR,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20602,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,8/1/24,10/2/24,NULL
2024-FC-9588,UndergroundStorageTanks,ER,PAULS'S SERVICE STATION LLC,2985,"300 N MAIN JOSEPH, OR 97846",32-2985-2024-OPER,Field Citation,1500,20603,I,340-150-0163(1)(f),Failure to investigate or confirm a suspected release.,(L2) Spills and Releases Div 150 - TCR,8/1/24,10/2/24,NULL
2024-FC-9589,UndergroundStorageTanks,ER,TOLLGATE CROSSING STORE LLC,8931,"62393 Highway 204 Weston, OR 97886",30-8931-2024-OPER,Field Citation,500,20604,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,8/1/24,10/2/24,NULL
2024-FC-9589,UndergroundStorageTanks,ER,TOLLGATE CROSSING STORE LLC,8931,"62393 HWY 204 AT TOLLGATE WESTON, OR 97886",30-8931-2024-OPER,Field Citation,500,20604,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,8/1/24,10/2/24,NULL
2024-PEN-8980,UndergroundStorageTanks,WR,FRINK'S GENERAL STORE,2611,"401 N MAIN ST FALLS CITY, OR 97344-9792",27-2611-2018-TEMP,Pre-Enforcement Notice,0,19521,I,340-151-0010,Failure to establish or maintain a required financial responsibility mechanism.,(A4a) General Permit Requirements,1/12/24,2/8/24,NULL
2024-PEN-8980,UndergroundStorageTanks,WR,FRINK'S GENERAL STORE,2611,"401 N MAIN ST FALLS CITY, OR 97344-9792",27-2611-2018-TEMP,Pre-Enforcement Notice,0,19522,I,340-150-0325(2)(b),Failure to conduct the last two 3-year inspections/tests of corrosion protection system,(D5d) Corrosion Protection - Non TCR,1/12/24,2/8/24,NULL
2024-PEN-8980,UndergroundStorageTanks,WR,FRINK'S GENERAL STORE,2611,"401 N MAIN ST FALLS CITY, OR 97344-9792",27-2611-2018-TEMP,Pre-Enforcement Notice,0,19523,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,1/12/24,2/8/24,NULL
2024-PEN-8980,UndergroundStorageTanks,WR,FRINK'S GENERAL STORE,2611,"401 N MAIN ST FALLS CITY, OR 97344-9792",27-2611-2018-TEMP,Pre-Enforcement Notice,0,19524,II,340-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,1/12/24,2/8/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19547,I,340-150-0400(1)(a) 340-150-0008(8),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G1) General Release Detection - TCR,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19548,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19549,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19550,I,340-150-0310(9),Failure to inspect overfill equipment at least once every 3 years.,(C2c) Spill and Overfill Prevention-TCR,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19551,I,340-150-0310(2),Failure to install overfill prevention equipment that automatically shuts off flow into the UST when UST is 95% full or that restricts flow or alerts the person filling the tank when UST is 90% full.,(C2a) Spill and Overfill Prevention - TCR,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19552,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19553,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,12/20/23,2/12/24,NULL
2024-PEN-8990,UndergroundStorageTanks,ER,EASTERN OREGON CORRECTIONAL INSTITUTION,7089,"2500 WESTGATE PENDLETON, OR 97801",30-7089-2024-OPER,Pre-Enforcement Notice,0,19554,I,340-150-0320(3),"Failure to protect from corrosion any part of an UST system, including connected piping and fittings, that routinely contains a regulated substance.",(D1a) Corrosion Protection - TCR,12/20/23,2/12/24,NULL
2024-PEN-9136,UndergroundStorageTanks,NWR,FEDERAL BUILDING,11391,"1220 SW 3RD AVE PORTLAND, OR 97204",26-11391-2024-OPER,Pre-Enforcement Notice,0,19735,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/10/23,NULL,NULL
2024-PEN-9136,UndergroundStorageTanks,NWR,FEDERAL BUILDING,11391,"1220 SW 3RD AVE PORTLAND, OR 97204",26-11391-2024-OPER,Pre-Enforcement Notice,0,19736,I,340-150-0135(12),"Failure to install an UST system, including connected piping, which is secondarily contained and is monitored using the interstitial monitoring release detection method.",(B1b) Installation of USTs and Piping,8/10/23,NULL,NULL
2024-PEN-9136,UndergroundStorageTanks,NWR,FEDERAL BUILDING,11391,"1220 SW 3RD AVE PORTLAND, OR 97204",26-11391-2024-OPER,Pre-Enforcement Notice,0,19737,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,8/10/23,NULL,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19908,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19909,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19910,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19911,I,340-150-0410(2)(a),Failure to use a line leak detector that is third party approved (e.g. -is listed in the current edition of the “List of Leak Detection Evaluations.”),(H2.8) Release Detection Pressure Piping - Non TCR,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19912,I,340-150-0450(1)(a),Failure of ATG equipment to detect a 0.2 gph leak rate with 95% probability of detection and/or 5% false alarm.,(J5.3a) ATG - TCR,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19913,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19914,I,340-150-0325(2)(b),Failure to conduct the most recent 3-year corrosion protection test.,(D5a) Corrosion Protection - TCR,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19915,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19916,I,340-150-0350(9),Failure to maintain records of that document compliance with repair requirements or failure to maintain repair records for operating life of UST system.,(E1b) Repairs - Modifications and Replacements,1/4/24,4/15/24,NULL
2024-PEN-9225,UndergroundStorageTanks,WR,CIRCLE K #9642,7639,"33651 HWY 99E TANGENT, OR 97389",22-7639-2024-OPER,Pre-Enforcement Notice,0,19917,I,340-150-0163(1)(f),Failure to investigate or confirm a suspected release.,(L2) Spills and Releases Div 150 - TCR,1/4/24,4/15/24,NULL
2024-PEN-9254,UndergroundStorageTanks,WR,PETROLEUM ENERGY PRODUCTS INC - PEP,9891,"182 C STREET WILLAMINA, OR 97396",36-9891-2017-OPER,Pre-Enforcement Notice,0,19973,II,340-150-0168(5),Failure to provide a 3-day notice before starting work on a change-in-service or permanently decommissioning an UST.,(M7) Decommissioning,3/23/24,4/25/24,NULL
2024-PEN-9254,UndergroundStorageTanks,WR,PETROLEUM ENERGY PRODUCTS INC - PEP,9891,"182 C STREET WILLAMINA, OR 97396",36-9891-2017-OPER,Pre-Enforcement Notice,0,19974,I,340-151-0010,Failure to establish or maintain a required financial responsibility mechanism.,(A4a) General Permit Requirements,3/23/24,4/25/24,NULL
2024-PEN-9254,UndergroundStorageTanks,WR,PETROLEUM ENERGY PRODUCTS INC - PEP,9891,"182 C STREET WILLAMINA, OR 97396",36-9891-2017-OPER,Pre-Enforcement Notice,0,19975,II,340-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,3/23/24,4/25/24,NULL
2024-PEN-9254,UndergroundStorageTanks,WR,PETROLEUM ENERGY PRODUCTS INC - PEP,9891,"182 C STREET WILLAMINA, OR 97396",36-9891-2017-OPER,Pre-Enforcement Notice,0,19976,II,340-150-0160 (2),Allowing tank services to be performed by a person or company not licensed by the DEQ.,(A8a) General Permit Requirements,3/23/24,4/25/24,NULL
2024-PEN-9254,UndergroundStorageTanks,WR,PETROLEUM ENERGY PRODUCTS INC - PEP,9891,"182 C STREET WILLAMINA, OR 97396",36-9891-2017-OPER,Pre-Enforcement Notice,0,19977,II,340-150-0167 (2),"Failure to submit a request for chance-in-service, a request to return to operational status or an application to extend temporary closure at least 30 days before a temporary closure certificate expires",(A12) General Permit Requirements,3/23/24,4/25/24,NULL
2024-PEN-9254,UndergroundStorageTanks,WR,PETROLEUM ENERGY PRODUCTS INC - PEP,9891,"182 C STREET WILLAMINA, OR 97396",36-9891-2017-OPER,Pre-Enforcement Notice,0,19978,I,340-150-0325(2)(b),Failure to conduct the last two 3-year inspections/tests of corrosion protection system,(D5b) Corrosion Protection - TCR,3/23/24,4/25/24,NULL
2024-PEN-9314,UndergroundStorageTanks,WR,QWEST CORPORATION dba CENTURYLINK QC (R0,5946,"205 NW 5TH ST GRANTS PASS, OR 97526",17-5946-2024-OPER,Pre-Enforcement Notice,0,20084,I,340-150-0135(12),"Failure to install an UST system, including connected piping, which is secondarily contained and is monitored using the interstitial monitoring release detection method.",(B1b) Installation of USTs and Piping,4/2/24,5/24/24,NULL
2024-PEN-9314,UndergroundStorageTanks,WR,QWEST CORPORATION dba CENTURYLINK QC (R0,5946,"205 NW 5TH ST GRANTS PASS, OR 97526",17-5946-2024-OPER,Pre-Enforcement Notice,0,20085,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,4/2/24,5/24/24,NULL
2024-PEN-9314,UndergroundStorageTanks,WR,QWEST CORPORATION dba CENTURYLINK QC (R0,5946,"205 NW 5TH ST GRANTS PASS, OR 97526",17-5946-2024-OPER,Pre-Enforcement Notice,0,20086,I,340-150-0360(1) (a) & (b),Failure to inspect internal lining at 10 years after installation or every 5 years thereafter.,(F1b) Internally Lined Tanks - TCR,4/2/24,5/24/24,NULL
2024-PEN-9372,UndergroundStorageTanks,NWR,PDX FOOD MART,12636,"12150 NE AIRPORT WAY PORTLAND, OR 97220",26-12636-2024-OPER,Pre-Enforcement Notice,0,20194,I,340-150-0135(12),"Failure to install an UST system, including connected piping, which is secondarily contained and is monitored using the interstitial monitoring release detection method.",(B1b) Installation of USTs and Piping,5/2/24,6/18/24,NULL
2024-PEN-9372,UndergroundStorageTanks,NWR,PDX FOOD MART,12636,"12150 NE AIRPORT WAY PORTLAND, OR 97220",26-12636-2024-OPER,Pre-Enforcement Notice,0,20195,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,5/2/24,6/18/24,NULL
